Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BOM,2018-12-03T07:25:00Z,07:25,08:40,6177.0,5500.0,422.0,Air India,9,14h 25m,Economy,614,AI,AI_614_AI_609_,True,2018-10-25
AMD,BOM,2018-12-03T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,7h 50m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
AMD,BOM,2018-12-03T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,9h 25m,Economy,315,9W,9W_315_9W_483_,False,2018-10-25
AMD,BOM,2018-12-03T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,10h 20m,Economy,315,9W,9W_315_9W_498_,False,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,11h 45m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
AMD,BOM,2018-12-03T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,12h 15m,Economy,315,9W,9W_315_9W_477_,False,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,13h 20m,Economy,738,9W,9W_738_9W_483_,True,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,13h 45m,Economy,411,9W,9W_411_9W_413_,True,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,14h 15m,Economy,738,9W,9W_738_9W_498_,True,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,15h 20m,Economy,411,9W,9W_411_9W_483_,True,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,16h 10m,Economy,738,9W,9W_738_9W_477_,True,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,16h 15m,Economy,411,9W,9W_411_9W_498_,True,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,18h 10m,Economy,411,9W,9W_411_9W_477_,True,2018-10-25
AMD,DEL,2018-12-03T07:10:00Z,07:10,08:45,6860.0,6150.0,455.0,Air India,5,16h 5m,Economy,18,AI,AI_18_AI_504_,True,2018-10-25
AMD,BLR,2018-12-03T04:25:00Z,04:25,08:10,7422.0,5500.0,1542.0,Jet Airways,7,3h 45m,Economy,411,9W,9W_411_,False,2018-10-25
AMD,DEL,2018-12-03T08:40:00Z,08:40,10:25,7891.0,6900.0,636.0,Vistara,9,10h 5m,Economy,946,UK,UK_946_UK_817_,False,2018-10-25
AMD,DEL,2018-12-03T08:40:00Z,08:40,10:25,7891.0,6900.0,636.0,Vistara,9,11h 45m,Economy,946,UK,UK_946_UK_813_,False,2018-10-25
AMD,DEL,2018-12-03T08:40:00Z,08:40,10:25,7891.0,6900.0,636.0,Vistara,9,14h 15m,Economy,946,UK,UK_946_UK_819_,True,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,8235.0,6150.0,1580.0,Jet Airways,7,3h 50m,Economy,738,9W,9W_738_9W_397_,False,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,4,5h 0m,Economy,411,9W,9W_411_9W_443_,False,2018-10-25
AMD,BOM,2018-12-03T06:25:00Z,06:25,07:40,8235.0,6150.0,1580.0,Jet Airways,7,5h 35m,Economy,738,9W,9W_738_9W_481_,False,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,7,5h 50m,Economy,411,9W,9W_411_9W_397_,False,2018-10-25
AMD,BOM,2018-12-03T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,7,7h 35m,Economy,411,9W,9W_411_9W_481_,False,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,5h 25m,Economy,685,9W,9W_685_9W_743_,False,2018-10-25
AMD,DEL,2018-12-03T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,5h 25m,Economy,655,9W,9W_655_9W_811_,False,2018-10-25
AMD,DEL,2018-12-03T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,6h 40m,Economy,655,9W,9W_655_9W_715_,False,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,7h 30m,Economy,687,9W,9W_687_9W_815_,False,2018-10-25
AMD,DEL,2018-12-03T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,8h 0m,Economy,655,9W,9W_655_9W_834_,False,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,8h 55m,Economy,685,9W,9W_685_9W_815_,False,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,10h 55m,Economy,687,9W,9W_687_9W_823_,False,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,12h 20m,Economy,685,9W,9W_685_9W_823_,True,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,12h 20m,Economy,687,9W,9W_687_9W_809_,True,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,13h 45m,Economy,685,9W,9W_685_9W_809_,True,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,14h 0m,Economy,687,9W,9W_687_9W_811_,True,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,15h 15m,Economy,687,9W,9W_687_9W_715_,True,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,15h 25m,Economy,685,9W,9W_685_9W_811_,True,2018-10-25
AMD,DEL,2018-12-03T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,16h 35m,Economy,687,9W,9W_687_9W_834_,True,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,16h 40m,Economy,685,9W,9W_685_9W_715_,True,2018-10-25
AMD,DEL,2018-12-03T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,18h 0m,Economy,685,9W,9W_685_9W_834_,True,2018-10-25
AMD,BOM,2018-12-03T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,3h 40m,Economy,913,9W,9W_913_9W_477_,False,2018-10-25
AMD,BOM,2018-12-03T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,4h 30m,Economy,913,9W,9W_913_9W_495_,False,2018-10-25
AMD,BOM,2018-12-03T21:30:00Z,21:30,23:00,9810.0,7650.0,1655.0,Jet Airways,7,7h 15m,Economy,330,9W,9W_330_9W_381_,False,2018-10-25
AMD,BOM,2018-12-03T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,9h 50m,Economy,913,9W,9W_913_9W_381_,False,2018-10-25
AMD,DEL,2018-12-03T07:10:00Z,07:10,08:45,10640.0,9750.0,635.0,Air India,5,5h 20m,Economy,18,AI,AI_18_AI_506_,False,2018-10-25
AMD,BOM,2018-12-03T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,5h 25m,Economy,30,AI,AI_30_9W_443_,True,2018-10-25
AMD,BOM,2018-12-03T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,6h 15m,Economy,30,AI,AI_30_9W_397_,True,2018-10-25
Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BLR,2018-12-04T21:45:00Z,21:45,00:10,2235.0,1738.0,194.0,Spicejet,9,2h 25m,Economy,928,SG,SG_928_,False,2018-10-25
AMD,BLR,2018-12-04T21:45:00Z,21:45,00:10,2399.0,1894.0,202.0,Spicejet HBag Only,9,2h 25m,Economy,928,OS,OS_928_,False,2018-10-25
AMD,BLR,2018-12-04T20:00:00Z,20:00,21:55,2506.0,1645.0,558.0,IndiGo,1,1h 55m,Economy,735,6E,6E_735_,False,2018-10-25
AMD,BLR,2018-12-04T18:25:00Z,18:25,20:30,2506.0,1645.0,558.0,IndiGo,2,2h 5m,Economy,893,6E,6E_893_,False,2018-10-25
AMD,BLR,2018-12-04T05:50:00Z,05:50,08:00,2767.0,2244.0,220.0,Spicejet HBag Only,9,2h 10m,Economy,921,OS,OS_921_,False,2018-10-25
AMD,BLR,2018-12-04T05:50:00Z,05:50,08:00,2819.0,2294.0,222.0,Spicejet,9,2h 10m,Economy,921,SG,SG_921_,False,2018-10-25
AMD,BLR,2018-12-04T02:35:00Z,02:35,04:55,2819.0,1944.0,572.0,IndiGo,61,2h 20m,Economy,169,6E,6E_169_,False,2018-10-25
AMD,BLR,2018-12-04T13:00:00Z,13:00,15:10,3103.0,2214.0,586.0,IndiGo,5,2h 10m,Economy,758,6E,6E_758_,False,2018-10-25
AMD,BLR,2018-12-04T08:50:00Z,08:50,11:10,3126.0,2237.0,586.0,IndiGo,41,2h 20m,Economy,823,6E,6E_823_,False,2018-10-25
AMD,BLR,2018-12-04T05:25:00Z,05:25,10:10,3890.0,3313.0,274.0,Spicejet,9,4h 45m,Economy,636_ 497,SG,SG_636_ 497_,False,2018-10-25
AMD,BLR,2018-12-04T23:45:00Z,23:45,01:55,3896.0,2969.0,624.0,IndiGo,10,2h 10m,Economy,996,6E,6E_996_,False,2018-10-25
AMD,BLR,2018-12-04T09:15:00Z,09:15,11:30,4021.0,3400.0,316.0,Vistara,9,2h 15m,Economy,924,UK,UK_924_,False,2018-10-25
AMD,BLR,2018-12-04T20:10:00Z,20:10,22:25,4021.0,3400.0,316.0,Vistara,9,2h 15m,Economy,926,UK,UK_926_,False,2018-10-25
AMD,BLR,2018-12-04T08:20:00Z,08:20,17:20,4105.0,2810.0,248.0,Spicejet,9,9h 0m,Economy,511_ 1233,SG,SG_511_ 1233_,False,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,4125.0,2235.0,1385.0,Jet Airways,4,13h 45m,Economy,411,9W,9W_411_9W_413_,True,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,4125.0,2235.0,1385.0,Jet Airways,4,24h 20m,Economy,411,9W,9W_411_9W_381_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,7,9h 55m,Economy,738,9W,9W_738_9W_415_,False,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,6,11h 45m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,4440.0,2535.0,1400.0,Jet Airways,7,11h 55m,Economy,411,9W,9W_411_9W_415_,False,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,7,17h 0m,Economy,738,9W,9W_738_9W_495_,True,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,4440.0,2535.0,1400.0,Jet Airways,7,19h 0m,Economy,411,9W,9W_411_9W_495_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,7,22h 20m,Economy,738,9W,9W_738_9W_381_,True,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,4497.0,3900.0,342.0,Air India,9,14h 20m,Economy,30,AI,AI_30_AI_508_,False,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,4497.0,3900.0,342.0,Air India,9,14h 30m,Economy,30,AI,AI_30_AI_607_,False,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,4497.0,3900.0,342.0,Air India,9,17h 50m,Economy,30,AI,AI_30_AI_609_,True,2018-10-25
AMD,BOM,2018-12-04T07:25:00Z,07:25,08:40,5022.0,4400.0,367.0,Air India,9,10h 55m,Economy,614,AI,AI_614_AI_508_,False,2018-10-25
AMD,BOM,2018-12-04T07:25:00Z,07:25,08:40,5022.0,4400.0,367.0,Air India,9,11h 5m,Economy,614,AI,AI_614_AI_607_,False,2018-10-25
AMD,BOM,2018-12-04T07:25:00Z,07:25,08:40,5022.0,4400.0,367.0,Air India,9,14h 25m,Economy,614,AI,AI_614_AI_609_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,6h 0m,Economy,315,9W,9W_315_9W_415_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,7h 50m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,13h 5m,Economy,315,9W,9W_315_9W_495_,True,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,18h 25m,Economy,315,9W,9W_315_9W_381_,True,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,6072.0,5400.0,417.0,Air India,9,7h 10m,Economy,30,AI,AI_30_AI_639_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,9h 25m,Economy,315,9W,9W_315_9W_483_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,10h 20m,Economy,315,9W,9W_315_9W_498_,False,2018-10-25
AMD,BOM,2018-12-04T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,12h 15m,Economy,315,9W,9W_315_9W_477_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,13h 20m,Economy,738,9W,9W_738_9W_483_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,14h 15m,Economy,738,9W,9W_738_9W_498_,True,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,15h 20m,Economy,411,9W,9W_411_9W_483_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,16h 10m,Economy,738,9W,9W_738_9W_477_,True,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,16h 15m,Economy,411,9W,9W_411_9W_498_,True,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,18h 10m,Economy,411,9W,9W_411_9W_477_,True,2018-10-25
AMD,DEL,2018-12-04T07:10:00Z,07:10,08:45,6650.0,5950.0,445.0,Air India,3,16h 5m,Economy,18,AI,AI_18_AI_504_,True,2018-10-25
AMD,BLR,2018-12-04T04:25:00Z,04:25,08:10,7422.0,5500.0,1542.0,Jet Airways,7,3h 45m,Economy,411,9W,9W_411_,False,2018-10-25
AMD,BOM,2018-12-04T21:30:00Z,21:30,23:00,7658.0,5600.0,1553.0,Jet Airways,7,18h 50m,Economy,330,9W,9W_330_9W_415_,True,2018-10-25
AMD,BOM,2018-12-04T21:30:00Z,21:30,23:00,7658.0,5600.0,1553.0,Jet Airways,5,20h 40m,Economy,330,9W,9W_330_9W_413_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,7658.0,5600.0,1553.0,Jet Airways,6,21h 25m,Economy,913,9W,9W_913_9W_415_,True,2018-10-25
AMD,BOM,2018-12-04T21:30:00Z,21:30,23:00,7658.0,5600.0,1553.0,Jet Airways,5,22h 15m,Economy,330,9W,9W_330_9W_483_,True,2018-10-25
AMD,BOM,2018-12-04T21:30:00Z,21:30,23:00,7658.0,5600.0,1553.0,Jet Airways,5,23h 10m,Economy,330,9W,9W_330_9W_498_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,7658.0,5600.0,1553.0,Jet Airways,6,23h 15m,Economy,913,9W,9W_913_9W_413_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,7658.0,5600.0,1553.0,Jet Airways,6,24h 50m,Economy,913,9W,9W_913_9W_483_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,7658.0,5600.0,1553.0,Jet Airways,6,25h 45m,Economy,913,9W,9W_913_9W_498_,True,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,8235.0,6150.0,1580.0,Jet Airways,7,3h 50m,Economy,738,9W,9W_738_9W_397_,False,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,7,5h 0m,Economy,411,9W,9W_411_9W_443_,False,2018-10-25
AMD,BOM,2018-12-04T06:25:00Z,06:25,07:40,8235.0,6150.0,1580.0,Jet Airways,7,5h 35m,Economy,738,9W,9W_738_9W_481_,False,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,7,5h 50m,Economy,411,9W,9W_411_9W_397_,False,2018-10-25
AMD,BOM,2018-12-04T04:25:00Z,04:25,05:35,8235.0,6150.0,1580.0,Jet Airways,7,7h 35m,Economy,411,9W,9W_411_9W_481_,False,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,5h 25m,Economy,685,9W,9W_685_9W_743_,False,2018-10-25
AMD,DEL,2018-12-04T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,5h 25m,Economy,655,9W,9W_655_9W_811_,False,2018-10-25
AMD,DEL,2018-12-04T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,6h 40m,Economy,655,9W,9W_655_9W_715_,False,2018-10-25
AMD,DEL,2018-12-04T15:35:00Z,15:35,17:15,8881.0,6165.0,2211.0,Jet Airways,7,8h 0m,Economy,655,9W,9W_655_9W_834_,False,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,8h 5m,Economy,687,9W,9W_687_9W_815_,False,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,9h 30m,Economy,685,9W,9W_685_9W_815_,False,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,10h 55m,Economy,687,9W,9W_687_9W_823_,False,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,12h 20m,Economy,685,9W,9W_685_9W_823_,True,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,12h 20m,Economy,687,9W,9W_687_9W_809_,True,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,13h 45m,Economy,685,9W,9W_685_9W_809_,True,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,14h 0m,Economy,687,9W,9W_687_9W_811_,True,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,15h 15m,Economy,687,9W,9W_687_9W_715_,True,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,15h 25m,Economy,685,9W,9W_685_9W_811_,True,2018-10-25
AMD,DEL,2018-12-04T07:00:00Z,07:00,08:40,8881.0,6165.0,2211.0,Jet Airways,7,16h 35m,Economy,687,9W,9W_687_9W_834_,True,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,16h 40m,Economy,685,9W,9W_685_9W_715_,True,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,8881.0,6165.0,2211.0,Jet Airways,7,18h 0m,Economy,685,9W,9W_685_9W_834_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,3h 40m,Economy,913,9W,9W_913_9W_477_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,4h 30m,Economy,913,9W,9W_913_9W_495_,True,2018-10-25
AMD,BOM,2018-12-04T21:30:00Z,21:30,23:00,9810.0,7650.0,1655.0,Jet Airways,7,7h 15m,Economy,330,9W,9W_330_9W_381_,True,2018-10-25
AMD,BOM,2018-12-04T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,7,9h 50m,Economy,913,9W,9W_913_9W_381_,True,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,5h 25m,Economy,30,AI,AI_30_9W_443_,True,2018-10-25
AMD,BOM,2018-12-04T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,6h 15m,Economy,30,AI,AI_30_9W_397_,True,2018-10-25
AMD,DEL,2018-12-04T05:35:00Z,05:35,07:20,55265.0,51595.0,3345.0,Jet Airways,7,6h 25m,Economy,685,9W,9W_685_AI_506_,True,2018-10-25
Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BLR,2018-12-05T05:50:00Z,05:50,08:00,2235.0,1738.0,194.0,Spicejet,9,2h 10m,Economy,921,SG,SG_921_,False,2018-10-25
AMD,BLR,2018-12-05T21:45:00Z,21:45,00:10,2235.0,1738.0,194.0,Spicejet,9,2h 25m,Economy,928,SG,SG_928_,False,2018-10-25
AMD,BLR,2018-12-05T05:50:00Z,05:50,08:00,2399.0,1894.0,202.0,Spicejet HBag Only,9,2h 10m,Economy,921,OS,OS_921_,False,2018-10-25
AMD,BLR,2018-12-05T21:45:00Z,21:45,00:10,2399.0,1894.0,202.0,Spicejet HBag Only,9,2h 25m,Economy,928,OS,OS_928_,False,2018-10-25
AMD,BLR,2018-12-05T08:20:00Z,08:20,17:20,3781.0,2500.0,234.0,Spicejet,9,9h 0m,Economy,511_ 1233,SG,SG_511_ 1233_,False,2018-10-25
AMD,BLR,2018-12-05T09:15:00Z,09:15,11:30,4021.0,3400.0,316.0,Vistara,9,2h 15m,Economy,924,UK,UK_924_,False,2018-10-25
AMD,BLR,2018-12-05T20:10:00Z,20:10,22:25,4021.0,3400.0,316.0,Vistara,9,2h 15m,Economy,926,UK,UK_926_,False,2018-10-25
AMD,BOM,2018-12-05T04:25:00Z,04:25,05:35,4125.0,2235.0,1385.0,Jet Airways,7,24h 20m,Economy,411,9W,9W_411_9W_381_,True,2018-10-25
AMD,BOM,2018-12-05T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,7,9h 55m,Economy,738,9W,9W_738_9W_415_,False,2018-10-25
AMD,BOM,2018-12-05T04:25:00Z,04:25,05:35,4440.0,2535.0,1400.0,Jet Airways,7,11h 55m,Economy,411,9W,9W_411_9W_415_,False,2018-10-25
AMD,BOM,2018-12-05T06:25:00Z,06:25,07:40,4440.0,2535.0,1400.0,Jet Airways,7,17h 0m,Economy,738,9W,9W_738_9W_495_,True,2018-10-25
AMD,BOM,2018-12-05T04:25:00Z,04:25,05:35,4440.0,2535.0,1400.0,Jet Airways,7,19h 0m,Economy,411,9W,9W_411_9W_495_,True,2018-10-25
AMD,BOM,2018-12-05T04:00:00Z,04:00,05:15,4497.0,3900.0,342.0,Air India,9,14h 20m,Economy,30,AI,AI_30_AI_508_,False,2018-10-25
AMD,BOM,2018-12-05T04:00:00Z,04:00,05:15,4497.0,3900.0,342.0,Air India,9,17h 50m,Economy,30,AI,AI_30_AI_609_,True,2018-10-25
AMD,BLR,2018-12-05T05:25:00Z,05:25,10:10,4730.0,4113.0,314.0,Spicejet,9,4h 45m,Economy,636_ 497,SG,SG_636_ 497_,False,2018-10-25
AMD,BOM,2018-12-05T07:25:00Z,07:25,08:40,5022.0,4400.0,367.0,Air India,9,10h 55m,Economy,614,AI,AI_614_AI_508_,False,2018-10-25
AMD,BOM,2018-12-05T07:25:00Z,07:25,08:40,5022.0,4400.0,367.0,Air India,9,14h 25m,Economy,614,AI,AI_614_AI_609_,True,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,6h 0m,Economy,315,9W,9W_315_9W_415_,False,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,13h 5m,Economy,315,9W,9W_315_9W_495_,False,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,7,18h 25m,Economy,315,9W,9W_315_9W_381_,True,2018-10-25
AMD,BOM,2018-12-05T04:00:00Z,04:00,05:15,5442.0,4800.0,387.0,Air India,9,7h 10m,Economy,30,AI,AI_30_AI_639_,False,2018-10-25
AMD,BOM,2018-12-05T04:00:00Z,04:00,05:15,5442.0,4800.0,387.0,Air India,9,14h 30m,Economy,30,AI,AI_30_AI_607_,False,2018-10-25
AMD,BOM,2018-12-05T19:10:00Z,19:10,20:40,5810.0,5150.0,405.0,Air India,7,12h 45m,Economy,985,AI,AI_985_AI_603_,False,2018-10-25
AMD,BOM,2018-12-05T07:25:00Z,07:25,08:40,5967.0,5300.0,412.0,Air India,9,11h 5m,Economy,614,AI,AI_614_AI_607_,False,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,7h 50m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,9h 25m,Economy,315,9W,9W_315_9W_483_,False,2018-10-25
AMD,BOM,2018-12-05T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,10h 20m,Economy,315,9W,9W_315_9W_498_,False,2018-10-25
AMD,BOM,2018-12-05T06:25:00Z,06:25,07:40,6608.0,4600.0,1503.0,Jet Airways,7,11h 45m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
